Text;Date;Time;Draft;Facebook;Twitter/X;LinkedIn;GBP;Instagram;Pinterest;TikTok;Youtube;Threads;Bluesky;Picture Url 1;Picture Url 2;Picture Url 3;Picture Url 4;Picture Url 5;Picture Url 6;Picture Url 7;Picture Url 8;Picture Url 9;Picture Url 10;Alt text picture 1;Alt text picture 2;Alt text picture 3;Alt text picture 4;Alt text picture 5;Alt text picture 6;Alt text picture 7;Alt text picture 8;Alt text picture 9;Alt text picture 10;Document title;Shortener;Video Thumbnail Url;Video Cover Frame;Twitter/X Can reply;Twitter/X Type;Twitter/X Poll Duration minutes;Twitter/X Poll Option 1;Twitter/X Poll Option 2;Twitter/X Poll Option 3;Twitter/X Poll Option 4;Pinterest Board;Pinterest Pin Title;Pinterest Pin Link;Pinterest Pin New Format;Instagram Post Type;Instagram Show Reel On Feed;Instagram Trial Reel Share Automatically;Youtube Video Title;Youtube Video Type;Youtube Video Privacy;Youtube video for kids;Youtube AI generated content;Youtube Video Category;Youtube Video Tags;Youtube playlist;GBP Post Type;Facebook Post Type;Facebook Title;First Comment Text;TikTok Title;TikTok disable comments;TikTok disable duet;TikTok disable stitch;TikTok Post Privacy;TikTok Branded Content;TikTok Your Brand;TikTok Auto Add Music;TikTok Photo Cover Index;TikTok musicId;TikTok music title;TikTok music author;TikTok music previewUrl;TikTok music thumbnailUrl;TikTok music soundVolume;TikTok music originalVolume;TikTok music startMillis;TikTok music endMillis;TikTok Ai generated content;LinkedIn Type;LinkedIn Poll Question;LinkedIn Poll Option 1;LinkedIn Poll Option 2;LinkedIn Poll Option 3;LinkedIn Poll Option 4;LinkedIn Poll Duration;LinkedIn Show link preview;LinkedIn Images as Carousel;Threads Reply Control;Threads Is Spoiler;Threads Post Type;Brand name
"América Pulido SPA: Especialistas en Restauración de Pavimentos 🏆🏛️

Servicios de excelencia para clientes residenciales, comerciales e industriales en toda la Región Metropolitana.

🔹 Pulido diamantado, vitrificado, densificado y tratamiento de piedra natural.

📲 Solicite su visita técnica presencial sin costo al WhatsApp +56 9 7868 5664.

#AmericaPulido #ExpertosEnPisos #PulidoChile #RemodelacionRM #PisosDeLujo";"13/09/2026";"11:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/7dhl4k.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Terminación Profesional para Espacios Comerciales e Institucionales 🏢✨

Soluciones eficientes para locales, recepciones y pasillos de alto flujo peatonal.

🔹 Protocolos de trabajo que garantizan limpieza y mínimo impacto operativo.

📲 Cotice con nuestro equipo al WhatsApp +56 9 7868 5664.

#LocalesComerciales #PisosComerciales #SantiagoCentro #LasCondes #AmericaPulido";"14/09/2026";"20:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/97eczt.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Densificación y Pulido de Hormigón para Pavimentos Industriales 🏭⚡

Optimizamos las propiedades mecánicas de sus pavimentos de hormigón en bodegas, galpones y locales comerciales.

⚙️ Tratamiento Antipolvo: Neutralizamos el desprendimiento de partículas, facilitando la mantenibilidad y soportando alto tráfico operacional.
🏢 Emitimos factura y entregamos garantía técnica por escrito.

📲 Atención Corporativa: Contacto directo vía WhatsApp al +56 9 7868 5664.

#HormigonPulido #PisosIndustriales #BodegasChile #ConstruccionRM #GalponesSantiago #AmericaPulido";"16/09/2026";"08:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/89u0io.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Restauración que Desplaza el Paso del Tiempo ➡️✨

Antes de contemplar la demolición o cambio de sus pavimentos, consulte por nuestra restauración diamantada.

🔹 Cuesta una fracción de un piso nuevo y conserva la piedra o madera original.
🎁 Visita técnica de evaluación 100% gratuita en Santiago.

📲 Envíenos fotos de su piso al WhatsApp +56 9 7868 5664.

#AntesYDespues #RestauracionPisos #RemodelacionCasa #SantiagoChile #AmericaPulido";"18/09/2026";"20:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/ormxl8.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Tratamiento Multisuperficie: Mármol, Hormigón y Piedra Natural 💎🏢

Soluciones a la medida según la densidad y estado de cada pavimento.

🔹 Mármol: Brillo espejo cristalino.
🔹 Hormigón: Máxima resistencia mecánica.
🔹 Piedra: Renovación profunda de la tonalidad natural.

📲 Agenda de servicio al WhatsApp +56 9 7868 5664.

#PiedraNatural #Marmol #Hormigon #PulidoProfesional #AmericaPulido";"20/09/2026";"11:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/755vpw.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Refinado de Alta Reflectividad en Mármol y Terrazos 🏛️✨

Acabados cristalinos de alta gama para proyectos residenciales y corporativos.

🔹 Procesos diamantados en húmedo que garantizan ausencia de polvo en el ambiente.

📲 Presupuestos sin compromiso al WhatsApp +56 9 7868 5664.

#BrilloEspejo #MarmolDeLujo #Terrazos #SantiagoOriente #AmericaPulido";"21/09/2026";"20:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/2h89he.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Acondicionamiento de Superficies para el Sector Hotelero y Comercial 🏨✨

Elevamos el estándar estético de sus recepciones, pasillos y áreas comunes con soluciones de vitrificado de alta durabilidad.

🌟 Planificación Flexible: Programación de trabajos adaptada a los flujos operativos de su establecimiento.

📲 Cotizaciones Corporativas: Solicite su presupuesto al WhatsApp +56 9 7868 5664.

#HotelesChile #HostalesSantiago #TurismoChile #AdministracionHotelera #AmericaPulido";"23/09/2026";"08:30:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/vkig7w.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Eliminación de Manchas, Opacidad y Sellado Protector 🛡️✨

Restaure la pulcritud de sus pisos afectados por agentes químicos o desgaste por uso.

🔹 Sellados de alta penetración que evitan absorción de líquidos.

📲 Consultas vía WhatsApp al +56 9 7868 5664.

#SelladoDePisos #ProteccionSuperficies #MantencionPisos #AmericaPulido";"25/09/2026";"20:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/pwzace.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Recuperación de Opacidad y Brillo Perdido 🌟✨

Devolvemos la luminosidad a superficies desgastadas mediante refinado diamantado progresivo.

🔹 Proceso eficiente con contención de residuos.

📲 Visita técnica gratuita al WhatsApp +56 9 7868 5664.

#RecuperacionDePisos #PisosNuevos #SantiagoChile #AmericaPulido";"27/09/2026";"11:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/29kl02.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Solución Inmediata para Pavimentos Dañados o Rayados 🛠️⚡

Intervención técnica rápida para reparar rayones profundos y pérdida de recubrimiento.

🔹 Resultados visibles en el menor tiempo posible.

📲 Contacto WhatsApp al +56 9 7868 5664.

#ReparacionPisos #PulidoUrgente #ServiciosSantiago #AmericaPulido";"28/09/2026";"20:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/4vbxa1.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
"Soluciones de Pulido y Vitrificado para Departamentos 🏢✨

Maquinaria adaptada para intervenir áreas residenciales con un control riguroso de ruido y contención de residuos.

🔹 Cobertura en Las Condes, Providencia, Vitacura, Lo Barnechea, Ñuñoa y Santiago Centro.

📲 Agenda de Visita Técnica: WhatsApp directo +56 9 7868 5664.

#DepartamentosSantiago #RemodelacionDepto #PulidoPisos #Providencia #LasCondes #AmericaPulido";"30/09/2026";"20:00:00";false;true;false;false;false;true;false;false;false;false;false;"https://files.catbox.moe/42ud0m.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";true;"";"";"";"";"";"";"";"";"";"";"";"";false;"POST";"";"";"";"";"";false;false;"";"";"";"";"POST";"";"";"";false;false;false;"PUBLIC_TO_EVERYONE";false;false;false;"0";"";"";"";"";"";"";"";"";"";false;"";"";"";"";"";"";"";false;false;"";false;"";""
